trp_multiplayer_profile_troop_male|ehhhhhhh wtf
trp_nwe_rus_horse_arty|4-ya Konno-Artilleriyskaya Rota
trp_nwe_rus_horse_arty_pl|Berittene Artillerie
trp_nwe_rus_horse_arty_guard|4-ya Konno-Artilleriyskaya Rota
trp_nwe_rus_horse_arty_guard_pl|Artillery Guard
trp_nwe_rus_horse_arty_flag_bearer|4-ya Konno-Artilleriyskaya Rota
trp_nwe_rus_horse_arty_flag_bearer_pl|Flaggenträger
trp_nwe_rus_horse_arty_nco|4-ya Konno-Artilleriyskaya Rota
trp_nwe_rus_horse_arty_nco_pl|Artillerie Zug
trp_nwe_rus_horse_arty_officer|4-ya Konno-Artilleriyskaya Rota
trp_nwe_rus_horse_arty_officer_pl|Offizier
trp_austrian_4|Infanterie Regiment Nr.4 Hoch und Deutschmeister
trp_austrian_4_pl|Linieninfanterie
trp_austrian_4_flag_bearer|Infanterie Regiment Nr.4 Hoch und Deutschmeister
trp_austrian_4_flag_bearer_pl|Flaggenträger
trp_austrian_4_nco|Infanterie Regiment Nr.4 Hoch und Deutschmeister
trp_austrian_4_nco_pl|Unteroffizier
trp_austrian_4_officer|Infanterie Regiment Nr.4 Hoch und Deutschmeister
trp_austrian_4_officer_pl|Offizier
trp_austrian_4_drum|Infanterie Regiment Nr.4 Hoch und Deutschmeister
trp_austrian_4_drum_pl|Trommler
trp_austrian_4_flute|Infanterie Regiment Nr.4 Hoch und Deutschmeister
trp_austrian_4_flute_pl|Flötenspieler
trp_austrian_11|Infanterie Regiment Nr.11 Rainer
trp_austrian_11_pl|Linieninfanterie
trp_austrian_11_flag_bearer|Infanterie Regiment Nr.11 Rainer
trp_austrian_11_flag_bearer_pl|Flaggenträger
trp_austrian_11_nco|Infanterie Regiment Nr.11 Rainer
trp_austrian_11_nco_pl|Unteroffizier
trp_austrian_11_officer|Infanterie Regiment Nr.11 Rainer
trp_austrian_11_officer_pl|Offizier
trp_austrian_11_drum|Infanterie Regiment Nr.11 Rainer
trp_austrian_11_drum_pl|Trommler
trp_austrian_11_flute|Infanterie Regiment Nr.11 Rainer
trp_austrian_11_flute_pl|Flötenspieler
trp_austrian_24|Infanterie Regiment Nr.24 von Strauch
trp_austrian_24_pl|Linieninfanterie
trp_austrian_24_flag_bearer|Infanterie Regiment Nr.24 von Strauch
trp_austrian_24_flag_bearer_pl|Flaggenträger
trp_austrian_24_nco|Infanterie Regiment Nr.24 von Strauch
trp_austrian_24_nco_pl|Unteroffizier
trp_austrian_24_officer|Infanterie Regiment Nr.24 von Strauch
trp_austrian_24_officer_pl|Offizier
trp_austrian_24_drum|Infanterie Regiment Nr.24 von Strauch
trp_austrian_24_drum_pl|Trommler
trp_austrian_24_flute|Infanterie Regiment Nr.24 von Strauch
trp_austrian_24_flute_pl|Flötenspieler
trp_austrian_31|Infanterie Regiment Nr.31 Benjowsky
trp_austrian_31_pl|Linieninfanterie
trp_austrian_31_flag_bearer|Infanterie Regiment Nr.31 Benjowsky
trp_austrian_31_flag_bearer_pl|Flaggenträger
trp_austrian_31_nco|Infanterie Regiment Nr.31 Benjowsky
trp_austrian_31_nco_pl|Unteroffizier
trp_austrian_31_officer|Infanterie Regiment Nr.31 Benjowsky
trp_austrian_31_officer_pl|Offizier
trp_austrian_31_drum|Infanterie Regiment Nr.31 Benjowsky
trp_austrian_31_drum_pl|Trommler
trp_austrian_31_flute|Infanterie Regiment Nr.31 Benjowsky
trp_austrian_31_flute_pl|Flötenspieler
trp_austrian_34|Infanterie Regiment Nr.34 Freiherr von Davidovich
trp_austrian_34_pl|Linieninfanterie
trp_austrian_34_flag_bearer|Infanterie Regiment Nr.34 Freiherr von Davidovich
trp_austrian_34_flag_bearer_pl|Flaggenträger
trp_austrian_34_nco|Infanterie Regiment Nr.34 Freiherr von Davidovich
trp_austrian_34_nco_pl|Unteroffizier
trp_austrian_34_officer|Infanterie Regiment Nr.34 Freiherr von Davidovich
trp_austrian_34_officer_pl|Offizier
trp_austrian_34_drum|Infanterie Regiment Nr.34 Freiherr von Davidovich
trp_austrian_34_drum_pl|Trommler
trp_austrian_34_flute|Infanterie Regiment Nr.34 Freiherr von Davidovich
trp_austrian_34_flute_pl|Flötenspieler
trp_austrian_39|Infanterie Regiment Nr.39 Freiherr Duka
trp_austrian_39_pl|Linieninfanterie
trp_austrian_39_flag_bearer|Infanterie Regiment Nr.39 Freiherr Duka
trp_austrian_39_flag_bearer_pl|Flaggenträger
trp_austrian_39_nco|Infanterie Regiment Nr.39 Freiherr Duka
trp_austrian_39_nco_pl|Unteroffizier
trp_austrian_39_officer|Infanterie Regiment Nr.39 Freiherr Duka
trp_austrian_39_officer_pl|Offizier
trp_austrian_39_drum|Infanterie Regiment Nr.39 Freiherr Duka
trp_austrian_39_drum_pl|Trommler
trp_austrian_39_flute|Infanterie Regiment Nr.39 Freiherr Duka
trp_austrian_39_flute_pl|Flötenspieler
trp_austrian_51|Infanterie Regiment Nr.51 Splenyi 'Legion Infernale'
trp_austrian_51_pl|Linieninfanterie
trp_austrian_51_flag_bearer|Infanterie Regiment Nr.51 Splenyi 'Legion Infernale'
trp_austrian_51_flag_bearer_pl|Flaggenträger
trp_austrian_51_nco|Infanterie Regiment Nr.51 Splenyi 'Legion Infernale'
trp_austrian_51_nco_pl|Unteroffizier
trp_austrian_51_officer|Infanterie Regiment Nr.51 Splenyi 'Legion Infernale'
trp_austrian_51_officer_pl|Offizier
trp_austrian_51_drum|Infanterie Regiment Nr.51 Splenyi 'Legion Infernale'
trp_austrian_51_drum_pl|Trommler
trp_austrian_51_flute|Infanterie Regiment Nr.51 Splenyi 'Legion Infernale'
trp_austrian_51_flute_pl|Flötenspieler
trp_austrian_59|Infanterie Regiment Nr.59 Alexander von Jordis
trp_austrian_59_pl|Linieninfanterie
trp_austrian_59_flag_bearer|Infanterie Regiment Nr.59 Alexander von Jordis
trp_austrian_59_flag_bearer_pl|Flaggenträger
trp_austrian_59_nco|Infanterie Regiment Nr.59 Alexander von Jordis
trp_austrian_59_nco_pl|Unteroffizier
trp_austrian_59_officer|Infanterie Regiment Nr.59 Alexander von Jordis
trp_austrian_59_officer_pl|Offizier
trp_austrian_59_drum|Infanterie Regiment Nr.59 Alexander von Jordis
trp_austrian_59_drum_pl|Trommler
trp_austrian_59_flute|Infanterie Regiment Nr.59 Alexander von Jordis
trp_austrian_59_flute_pl|Flötenspieler
trp_austrian_16|Infanterie Regiment Nr.16 Lusignan
trp_austrian_16_pl|Garde zu Fuss
trp_austrian_16_flag_bearer|Infanterie Regiment Nr.16 Lusignan
trp_austrian_16_flag_bearer_pl|Flaggenträger
trp_austrian_16_nco|Infanterie Regiment Nr.16 Lusignan
trp_austrian_16_nco_pl|Unteroffizier
trp_austrian_16_officer|Infanterie Regiment Nr.16 Lusignan
trp_austrian_16_officer_pl|Offizier
trp_austrian_16_drum|Infanterie Regiment Nr.16 Lusignan
trp_austrian_16_drum_pl|Trommler
trp_austrian_16_flute|Infanterie Regiment Nr.16 Lusignan
trp_austrian_16_flute_pl|Flötenspieler
trp_austrian_56|Infanterie Regiment Nr.56 Graf Wenzel Colloredo
trp_austrian_56_pl|Garde zu Fuss
trp_austrian_56_flag_bearer|Infanterie Regiment Nr.56 Graf Wenzel Colloredo
trp_austrian_56_flag_bearer_pl|Flaggenträger
trp_austrian_56_nco|Infanterie Regiment Nr.56 Graf Wenzel Colloredo
trp_austrian_56_nco_pl|Unteroffizier
trp_austrian_56_officer|Infanterie Regiment Nr.56 Graf Wenzel Colloredo
trp_austrian_56_officer_pl|Offizier
trp_austrian_56_drum|Infanterie Regiment Nr.56 Graf Wenzel Colloredo
trp_austrian_56_drum_pl|Trommler
trp_austrian_56_flute|Infanterie Regiment Nr.56 Graf Wenzel Colloredo
trp_austrian_56_flute_pl|Flötenspieler
trp_austrian_grenzer5|Grenz Regiment Warasdiner-Kreuzer Nr.5
trp_austrian_grenzer5_pl|Leichte Infanterie
trp_austrian_grenzer5_flag_bearer|Grenz Regiment Warasdiner-Kreuzer Nr.5
trp_austrian_grenzer5_flag_bearer_pl|Flaggenträger
trp_austrian_grenzer5_nco|Grenz Regiment Warasdiner-Kreuzer Nr.5
trp_austrian_grenzer5_nco_pl|Unteroffizier
trp_austrian_grenzer5_officer|Grenz Regiment Warasdiner-Kreuzer Nr.5
trp_austrian_grenzer5_officer_pl|Offizier
trp_austrian_grenzer5_horn|Grenz Regiment Warasdiner-Kreuzer Nr.5
trp_austrian_grenzer5_horn_pl|Hornist
trp_austrian_hussar12|Husaren Regiment Palatin Nr. 12
trp_austrian_hussar12_pl|Husar
trp_austrian_hussar12_flag_bearer|Husar Regiment Nr.12 'Palatinal-Husaren'
trp_austrian_hussar12_flag_bearer_pl|Flaggenträger
trp_austrian_hussar12_nco|Husar Regiment Nr.12 'Palatinal-Husaren'
trp_austrian_hussar12_nco_pl|Unteroffizier
trp_austrian_hussar12_officer|Husar Regiment Nr.12 'Palatinal-Husaren'
trp_austrian_hussar12_officer_pl|Offizier
trp_austrian_hussar12_trumpet|Husar Regiment Nr.12 'Palatinal-Husaren'
trp_austrian_hussar12_trumpet_pl|Trompetenspieler
trp_austrian_cuirassier5|Kurassier Regiment Marquis Sommariva Nr.5
trp_austrian_cuirassier5_pl|Kürassier
trp_austrian_cuirassier5_flag_bearer|Kurassier Regiment Marquis Sommariva Nr.5
trp_austrian_cuirassier5_flag_bearer_pl|Flaggenträger
trp_austrian_cuirassier5_nco|Kurassier Regiment Marquis Sommariva Nr.5
trp_austrian_cuirassier5_nco_pl|Unteroffizier
trp_austrian_cuirassier5_officer|Kurassier Regiment Marquis Sommariva Nr.5
trp_austrian_cuirassier5_officer_pl|Offizier
trp_austrian_cuirassier5_trumpet|Kurassier Regiment Marquis Sommariva Nr.5
trp_austrian_cuirassier5_trumpet_pl|Trompetenspieler
trp_austrian_horseart|Kavallerie-Batterie
trp_austrian_horseart_pl|Berittene Artillerie
trp_austrian_horseart_guard|Kavallerie-Batterie
trp_austrian_horseart_guard_pl|Artillery Guard
trp_austrian_horseart_flag_bearer|Kavallerie-Batterie
trp_austrian_horseart_flag_bearer_pl|Flaggenträger
trp_austrian_horseart_nco|Kavallerie-Batterie
trp_austrian_horseart_nco_pl|Artillerie Zug
trp_austrian_horseart_officer|Kavallerie-Batterie
trp_austrian_horseart_officer_pl|Offizier
trp_rhine_grenadier_guard2|Grenadiers de la Garde, Berg
trp_rhine_grenadier_guard2_pl|Garde zu Fuss
trp_rhine_grenadier_guard2_flag_bearer|Grenadiers de la Garde, Berg
trp_rhine_grenadier_guard2_flag_bearer_pl|Flaggenträger
trp_rhine_grenadier_guard2_nco|Grenadiers de la Garde, Berg
trp_rhine_grenadier_guard2_nco_pl|Unteroffizier
trp_rhine_grenadier_guard2_officer|Grenadiers de la Garde, Berg
trp_rhine_grenadier_guard2_officer_pl|Offizier
trp_rhine_grenadier_guard2_drum|Grenadiers de la Garde, Berg
trp_rhine_grenadier_guard2_drum_pl|Trommler
trp_rhine_grenadier_guard2_flute|Grenadiers de la Garde, Berg
trp_rhine_grenadier_guard2_flute_pl|Flötenspieler
trp_rhine_horseart|Reitende Batterie, Sachsen
trp_rhine_horseart_pl|Berittene Artillerie
trp_rhine_horseart_guard|Reitende Batterie, Sachsen
trp_rhine_horseart_guard_pl|Artillery Guard
trp_rhine_horseart_flag_bearer|Reitende Batterie, Sachsen
trp_rhine_horseart_flag_bearer_pl|Flaggenträger
trp_rhine_horseart_nco|Reitende Batterie, Sachsen
trp_rhine_horseart_nco_pl|Artillerie Zug
trp_rhine_horseart_officer|Reitende Batterie, Sachsen
trp_rhine_horseart_officer_pl|Offizier
trp_ottoman_levend|Levend Çiftliği Alayı
trp_ottoman_levend_pl|Linieninfanterie
trp_ottoman_levend_flag_bearer|Levend Çiftliği Alayı
trp_ottoman_levend_flag_bearer_pl|Flaggenträger
trp_ottoman_levend_nco|Levend Çiftliği Alayı
trp_ottoman_levend_nco_pl|Unteroffizier
trp_ottoman_levend_officer|Levend Çiftliği Alayı
trp_ottoman_levend_officer_pl|Offizier
trp_ottoman_levend_drum|Levend Çiftliği Alayı
trp_ottoman_levend_drum_pl|Trommler
trp_ottoman_levend_flute|Levend Çiftliği Alayı
trp_ottoman_levend_flute_pl|Flötenspieler
trp_ottoman_uskudar|Üsküdar Alayı
trp_ottoman_uskudar_pl|Linieninfanterie
trp_ottoman_uskudar_flag_bearer|Üsküdar Alayı
trp_ottoman_uskudar_flag_bearer_pl|Flaggenträger
trp_ottoman_uskudar_nco|Üsküdar Alayı
trp_ottoman_uskudar_nco_pl|Unteroffizier
trp_ottoman_uskudar_officer|Üsküdar Alayı
trp_ottoman_uskudar_officer_pl|Offizier
trp_ottoman_uskudar_drum|Üsküdar Alayı
trp_ottoman_uskudar_drum_pl|Trommler
trp_ottoman_uskudar_flute|Üsküdar Alayı
trp_ottoman_uskudar_flute_pl|Flötenspieler
trp_ottoman_libyan|Libyan Bedouin
trp_ottoman_libyan_pl|Linieninfanterie
trp_ottoman_libyan_flag_bearer|Libyan Bedouin
trp_ottoman_libyan_flag_bearer_pl|Flaggenträger
trp_ottoman_libyan_nco|Libyan Bedouin
trp_ottoman_libyan_nco_pl|Unteroffizier
trp_ottoman_libyan_officer|Libyan Bedouin
trp_ottoman_libyan_officer_pl|Offizier
trp_ottoman_libyan_drum|Libyan Bedouin
trp_ottoman_libyan_drum_pl|Trommler
trp_ottoman_libyan_flute|Libyan Bedouin
trp_ottoman_libyan_flute_pl|Flötenspieler
trp_ottoman_subara|Şubara Neferi
trp_ottoman_subara_pl|Linieninfanterie
trp_ottoman_subara_flag_bearer|Şubara Neferi
trp_ottoman_subara_flag_bearer_pl|Flaggenträger
trp_ottoman_subara_nco|Şubara Neferi
trp_ottoman_subara_nco_pl|Unteroffizier
trp_ottoman_subara_officer|Şubara Neferi
trp_ottoman_subara_officer_pl|Offizier
trp_ottoman_subara_drum|Şubara Neferi
trp_ottoman_subara_drum_pl|Trommler
trp_ottoman_subara_flute|Şubara Neferi
trp_ottoman_subara_flute_pl|Flötenspieler
trp_ottoman_jani|Yeniçeri Ocağı - 1. Orta
trp_ottoman_jani_pl|Garde zu Fuss
trp_ottoman_jani_flag_bearer|Yeniçeri Ocağı - 1. Orta
trp_ottoman_jani_flag_bearer_pl|Flaggenträger
trp_ottoman_jani_nco|Yeniçeri Ocağı - 1. Orta
trp_ottoman_jani_nco_pl|Unteroffizier
trp_ottoman_jani_officer|Yeniçeri Ocağı - 1. Orta
trp_ottoman_jani_officer_pl|Offizier
trp_ottoman_jani_drum|Yeniçeri Ocağı - 1. Orta
trp_ottoman_jani_drum_pl|Trommler
trp_ottoman_jani_flute|Yeniçeri Ocağı - 1. Orta
trp_ottoman_jani_flute_pl|Flötenspieler
trp_ottoman_jani_istanbul|Yeniçeri Ocağı - İstanbul Ortası
trp_ottoman_jani_istanbul_pl|Garde zu Fuss
trp_ottoman_jani_istanbul_flag_bearer|Yeniçeri Ocağı - İstanbul Ortası
trp_ottoman_jani_istanbul_flag_bearer_pl|Flaggenträger
trp_ottoman_jani_istanbul_nco|Yeniçeri Ocağı - İstanbul Ortası
trp_ottoman_jani_istanbul_nco_pl|Unteroffizier
trp_ottoman_jani_istanbul_officer|Yeniçeri Ocağı - İstanbul Ortası
trp_ottoman_jani_istanbul_officer_pl|Offizier
trp_ottoman_jani_istanbul_drum|Yeniçeri Ocağı - İstanbul Ortası
trp_ottoman_jani_istanbul_drum_pl|Trommler
trp_ottoman_jani_istanbul_flute|Yeniçeri Ocağı - İstanbul Ortası
trp_ottoman_jani_istanbul_flute_pl|Flötenspieler
trp_ottoman_light|Arnavut Askerleri
trp_ottoman_light_pl|Leichte Infanterie
trp_ottoman_light_flag_bearer|Arnavut Askerleri
trp_ottoman_light_flag_bearer_pl|Flaggenträger
trp_ottoman_light_nco|Arnavut Askerleri
trp_ottoman_light_nco_pl|Unteroffizier
trp_ottoman_light_officer|Arnavut Askerleri
trp_ottoman_light_officer_pl|Offizier
trp_ottoman_light_horn|Arnavut Askerleri
trp_ottoman_light_horn_pl|Hornist
trp_ottoman_rifle|Laz Neferleri
trp_ottoman_rifle_pl|Jäger
trp_ottoman_rifle_flag_bearer|Laz Neferleri
trp_ottoman_rifle_flag_bearer_pl|Flaggenträger
trp_ottoman_rifle_nco|Laz Neferleri
trp_ottoman_rifle_nco_pl|Unteroffizier
trp_ottoman_rifle_officer|Laz Neferleri
trp_ottoman_rifle_officer_pl|Offizier
trp_ottoman_rifle_horn|Laz Neferleri
trp_ottoman_rifle_horn_pl|Hornist
trp_ottoman_hussar|Deliler
trp_ottoman_hussar_pl|Husar
trp_ottoman_hussar_flag_bearer|Deliler
trp_ottoman_hussar_flag_bearer_pl|Flaggenträger
trp_ottoman_hussar_nco|Deliler
trp_ottoman_hussar_nco_pl|Unteroffizier
trp_ottoman_hussar_officer|Deliler
trp_ottoman_hussar_officer_pl|Offizier
trp_ottoman_hussar_trumpet|Deliler
trp_ottoman_hussar_trumpet_pl|Trompetenspieler
trp_ottoman_camel_cav|Develi Süvarisi
trp_ottoman_camel_cav_pl|Leichte Kamelkavallerie
trp_ottoman_camel_cav_flag_bearer|Develi Süvarisi
trp_ottoman_camel_cav_flag_bearer_pl|Flaggenträger
trp_ottoman_camel_cav_nco|Develi Süvarisi
trp_ottoman_camel_cav_nco_pl|Unteroffizier
trp_ottoman_camel_cav_officer|Develi Süvarisi
trp_ottoman_camel_cav_officer_pl|Offizier
trp_ottoman_camel_cav_trumpet|Develi Süvarisi
trp_ottoman_camel_cav_trumpet_pl|Trompetenspieler
trp_ottoman_lancer|Sipahiler
trp_ottoman_lancer_pl|Lanzenreiter
trp_ottoman_lancer_flag_bearer|Sipahiler
trp_ottoman_lancer_flag_bearer_pl|Flaggenträger
trp_ottoman_lancer_nco|Sipahiler
trp_ottoman_lancer_nco_pl|Unteroffizier
trp_ottoman_lancer_officer|Sipahiler
trp_ottoman_lancer_officer_pl|Offizier
trp_ottoman_lancer_trumpet|Sipahiler
trp_ottoman_lancer_trumpet_pl|Trompetenspieler
trp_ottoman_dragoon|Sekban Süvarileri
trp_ottoman_dragoon_pl|Dragoner
trp_ottoman_dragoon_flag_bearer|Sekban Süvarileri
trp_ottoman_dragoon_flag_bearer_pl|Flaggenträger
trp_ottoman_dragoon_nco|Sekban Süvarileri
trp_ottoman_dragoon_nco_pl|Unteroffizier
trp_ottoman_dragoon_officer|Sekban Süvarileri
trp_ottoman_dragoon_officer_pl|Offizier
trp_ottoman_dragoon_trumpet|Sekban Süvarileri
trp_ottoman_dragoon_trumpet_pl|Trompetenspieler
trp_ottoman_cuirassier|Kapıkulu Sipahileri
trp_ottoman_cuirassier_pl|Kürassier
trp_ottoman_cuirassier_flag_bearer|Kapıkulu Sipahileri
trp_ottoman_cuirassier_flag_bearer_pl|Flaggenträger
trp_ottoman_cuirassier_nco|Kapıkulu Sipahileri
trp_ottoman_cuirassier_nco_pl|Unteroffizier
trp_ottoman_cuirassier_officer|Kapıkulu Sipahileri
trp_ottoman_cuirassier_officer_pl|Offizier
trp_ottoman_cuirassier_trumpet|Kapıkulu Sipahileri
trp_ottoman_cuirassier_trumpet_pl|Trompetenspieler
trp_ottoman_heavy_cavalry|Memlükler
trp_ottoman_heavy_cavalry_pl|Schwere Kavallerie
trp_ottoman_heavy_cavalry_flag_bearer|Memlükler
trp_ottoman_heavy_cavalry_flag_bearer_pl|Flaggenträger
trp_ottoman_heavy_cavalry_nco|Memlükler
trp_ottoman_heavy_cavalry_nco_pl|Unteroffizier
trp_ottoman_heavy_cavalry_officer|Memlükler
trp_ottoman_heavy_cavalry_officer_pl|Offizier
trp_ottoman_heavy_cavalry_trumpet|Memlükler
trp_ottoman_heavy_cavalry_trumpet_pl|Trompetenspieler
trp_ottoman_camel_heavy_cav|Develi Muhafızları
trp_ottoman_camel_heavy_cav_pl|Schwere Kamelkavallerie
trp_ottoman_camel_heavy_cav_flag_bearer|Develi Muhafızları
trp_ottoman_camel_heavy_cav_flag_bearer_pl|Flaggenträger
trp_ottoman_camel_heavy_cav_nco|Develi Muhafızları
trp_ottoman_camel_heavy_cav_nco_pl|Unteroffizier
trp_ottoman_camel_heavy_cav_officer|Develi Muhafızları
trp_ottoman_camel_heavy_cav_officer_pl|Offizier
trp_ottoman_camel_heavy_cav_trumpet|Develi Muhafızları
trp_ottoman_camel_heavy_cav_trumpet_pl|Trompetenspieler
trp_ottoman_arty|Topçu Ocağı
trp_ottoman_arty_pl|Fussartillerie
trp_ottoman_arty_guard|Topçu Ocağı
trp_ottoman_arty_guard_pl|Artillery Guard
trp_ottoman_arty_flag_bearer|Topçu Ocağı
trp_ottoman_arty_flag_bearer_pl|Flaggenträger
trp_ottoman_arty_nco|Topçu Ocağı
trp_ottoman_arty_nco_pl|Artillerie Zug
trp_ottoman_arty_officer|Topçu Ocağı
trp_ottoman_arty_officer_pl|Offizier
trp_ottoman_horseart|Süvari Topçuları
trp_ottoman_horseart_pl|Berittene Artillerie
trp_ottoman_horseart_guard|Süvari Topçuları
trp_ottoman_horseart_guard_pl|Artillery Guard
trp_ottoman_horseart_flag_bearer|Süvari Topçuları
trp_ottoman_horseart_flag_bearer_pl|Flaggenträger
trp_ottoman_horseart_nco|Süvari Topçuları
trp_ottoman_horseart_nco_pl|Artillerie Zug
trp_ottoman_horseart_officer|Süvari Topçuları
trp_ottoman_horseart_officer_pl|Offizier
trp_british_horse_sapper|Sapper
trp_british_horse_sapper_pl|Berittener Pionier
trp_french_horse_sapper|Sapeur
trp_french_horse_sapper_pl|Berittener Pionier
trp_prussian_horse_sapper|4. Mansfelder Pionierskorps
trp_prussian_horse_sapper_pl|Berittener Pionier
trp_russian_horse_sapper|Saper
trp_russian_horse_sapper_pl|Berittener Pionier
trp_austrian_horse_sapper|Pionier-Battalion Nr. 1
trp_austrian_horse_sapper_pl|Berittener Pionier
trp_rhine_horse_sapper|Pioniere, Berg
trp_rhine_horse_sapper_pl|Berittener Pionier
trp_ottoman_bashi|Başıbozuk
trp_ottoman_bashi_pl|Söldner
trp_ottoman_medic|Hekim
trp_ottoman_medic_pl|Surgeon
trp_ottoman_sapper|Lağımcı
trp_ottoman_sapper_pl|Pionier
trp_ottoman_horse_sapper|Lağımcı
trp_ottoman_horse_sapper_pl|Berittener Pionier
trp_ottoman_ship_marine|Leventler
trp_ottoman_ship_marine_pl|Marine
trp_ottoman_ship_flag_bearer|Schiffscrew
trp_ottoman_ship_flag_bearer_pl|Flaggenträger
trp_ottoman_ship|Schiffscrew
trp_ottoman_ship_pl|Infanterie
trp_ottoman_ship_cannon|Schiffscrew
trp_ottoman_ship_cannon_pl|Schiff Artillerie
trp_ottoman_ship_captain|Schiffscrew
trp_ottoman_ship_captain_pl|Captain
trp_ottoman_pasha|Cezzar Ahmet Paşa
trp_ottoman_pasha_pl|Commander
trp_british_foot_guard1|1st Regiment of Garde zu Fuß
trp_british_foot_guard1_pl|Garde zu Fuss
trp_british_foot_guard1_flag_bearer|1st Regiment of Garde zu Fuß
trp_british_foot_guard1_flag_bearer_pl|Flaggenträger
trp_british_foot_guard1_nco|1st Regiment of Garde zu Fuß
trp_british_foot_guard1_nco_pl|Unteroffizier
trp_british_foot_guard1_officer|1st Regiment of Garde zu Fuß
trp_british_foot_guard1_officer_pl|Offizier
trp_british_foot_guard1_drum|1st Regiment of Garde zu Fuß
trp_british_foot_guard1_drum_pl|Trommler
trp_british_foot_guard1_flute|1st Regiment of Garde zu Fuß
trp_british_foot_guard1_flute_pl|Flötenspieler
trp_british_hussar2|2nd KGL Hussars
trp_british_hussar2_pl|Husar
trp_british_hussar2_flag_bearer|2nd KGL Hussars
trp_british_hussar2_flag_bearer_pl|Flaggenträger
trp_british_hussar2_nco|2nd KGL Hussars
trp_british_hussar2_nco_pl|Unteroffizier
trp_british_hussar2_officer|2nd KGL Hussars
trp_british_hussar2_officer_pl|Offizier
trp_british_hussar2_trumpet|2nd KGL Hussars
trp_british_hussar2_trumpet_pl|Trompetenspieler
trp_prussian_infantry_2|2. Infanterie-Regiment
trp_prussian_infantry_2_pl|Linieninfanterie
trp_prussian_infantry_2_flag_bearer|2. Infanterie-Regiment
trp_prussian_infantry_2_flag_bearer_pl|Flaggenträger
trp_prussian_infantry_2_nco|2. Infanterie-Regiment
trp_prussian_infantry_2_nco_pl|Unteroffizier
trp_prussian_infantry_2_officer|2. Infanterie-Regiment
trp_prussian_infantry_2_officer_pl|Offizier
trp_prussian_infantry_2_drum|2. Infanterie-Regiment
trp_prussian_infantry_2_drum_pl|Trommler
trp_prussian_infantry_2_flute|2. Infanterie-Regiment
trp_prussian_infantry_2_flute_pl|Flötenspieler
trp_prussian_infantry12|12. Brandenburgische Infanterie-Regiment
trp_prussian_infantry12_pl|Linieninfanterie
trp_prussian_infantry12_flag_bearer|12. Brandenburgische Infanterie-Regiment
trp_prussian_infantry12_flag_bearer_pl|Flaggenträger
trp_prussian_infantry12_nco|12. Brandenburgische Infanterie-Regiment
trp_prussian_infantry12_nco_pl|Unteroffizier
trp_prussian_infantry12_officer|12. Brandenburgische Infanterie-Regiment
trp_prussian_infantry12_officer_pl|Offizier
trp_prussian_infantry12_drum|12. Brandenburgische Infanterie-Regiment
trp_prussian_infantry12_drum_pl|Trommler
trp_prussian_infantry12_flute|12. Brandenburgische Infanterie-Regiment
trp_prussian_infantry12_flute_pl|Flötenspieler
trp_prussian_infantry14|14. Westfalische Infanterie-Regiment
trp_prussian_infantry14_pl|Linieninfanterie
trp_prussian_infantry14_flag_bearer|14. Westfalische Infanterie-Regiment
trp_prussian_infantry14_flag_bearer_pl|Flaggenträger
trp_prussian_infantry14_nco|14. Westfalische Infanterie-Regiment
trp_prussian_infantry14_nco_pl|Unteroffizier
trp_prussian_infantry14_officer|14. Westfalische Infanterie-Regiment
trp_prussian_infantry14_officer_pl|Offizier
trp_prussian_infantry14_drum|14. Westfalische Infanterie-Regiment
trp_prussian_infantry14_drum_pl|Trommler
trp_prussian_infantry14_flute|14. Westfalische Infanterie-Regiment
trp_prussian_infantry14_flute_pl|Flötenspieler
trp_prussian_infantry18|18. Infanterie-Regiment
trp_prussian_infantry18_pl|Linieninfanterie
trp_prussian_infantry18_flag_bearer|18. Infanterie-Regiment
trp_prussian_infantry18_flag_bearer_pl|Flaggenträger
trp_prussian_infantry18_nco|18. Infanterie-Regiment
trp_prussian_infantry18_nco_pl|Unteroffizier
trp_prussian_infantry18_officer|18. Infanterie-Regiment
trp_prussian_infantry18_officer_pl|Offizier
trp_prussian_infantry18_drum|18. Infanterie-Regiment
trp_prussian_infantry18_drum_pl|Trommler
trp_prussian_infantry18_flute|18. Infanterie-Regiment
trp_prussian_infantry18_flute_pl|Flötenspieler
trp_prussian_infantry24|24. Brandenburgische Infanterie-Regiment
trp_prussian_infantry24_pl|Linieninfanterie
trp_prussian_infantry24_flag_bearer|24. Brandenburgische Infanterie-Regiment
trp_prussian_infantry24_flag_bearer_pl|Flaggenträger
trp_prussian_infantry24_nco|24. Brandenburgische Infanterie-Regiment
trp_prussian_infantry24_nco_pl|Unteroffizier
trp_prussian_infantry24_officer|24. Brandenburgische Infanterie-Regiment
trp_prussian_infantry24_officer_pl|Offizier
trp_prussian_infantry24_drum|24. Brandenburgische Infanterie-Regiment
trp_prussian_infantry24_drum_pl|Trommler
trp_prussian_infantry24_flute|24. Brandenburgische Infanterie-Regiment
trp_prussian_infantry24_flute_pl|Flötenspieler
trp_prussian_infantry26|26. Magdeburgische Infanterie-Regiment
trp_prussian_infantry26_pl|Linieninfanterie
trp_prussian_infantry26_flag_bearer|26. Magdeburgische Infanterie-Regiment
trp_prussian_infantry26_flag_bearer_pl|Flaggenträger
