trp_player|Игрок
trp_austrian_24_flute|24-й пехотный полк фон Штраух
trp_austrian_24_flute_pl|Флейтист
trp_austrian_31|31-й пехотный полк Бенжовский
trp_austrian_31_pl|Линейная пехота
trp_austrian_31_flag_bearer|31-й пехотный полк Бенжовский
trp_austrian_31_flag_bearer_pl|Знаменосец
trp_austrian_31_nco|31-й пехотный полк Бенжовский
trp_austrian_31_nco_pl|Сержант
trp_austrian_31_officer|31-й пехотный полк Бенжовский
trp_austrian_31_officer_pl|Офицер
trp_austrian_31_drum|31-й пехотный полк Бенжовский
trp_austrian_31_drum_pl|Барабанщик
trp_austrian_31_flute|31-й пехотный полк Бенжовский
trp_austrian_31_flute_pl|Флейтист
trp_austrian_34|34-й пехотный полк Барон фон Давидович
trp_austrian_34_pl|Линейная пехота
trp_austrian_34_flag_bearer|34-й пехотный полк Барон фон Давидович
trp_austrian_34_flag_bearer_pl|Знаменосец
trp_austrian_34_nco|34-й пехотный полк Барон фон Давидович
trp_austrian_34_nco_pl|Сержант
trp_austrian_34_officer|34-й пехотный полк Барон фон Давидович
trp_austrian_34_officer_pl|Офицер
trp_austrian_34_drum|34-й пехотный полк Барон фон Давидович
trp_austrian_34_drum_pl|Барабанщик
trp_austrian_34_flute|34-й пехотный полк Барон фон Давидович
trp_austrian_34_flute_pl|Флейтист
trp_austrian_39|39-й пехотный полк Барон Дука
trp_austrian_39_pl|Линейная пехота
trp_austrian_39_flag_bearer|39-й пехотный полк Барон Дука
trp_austrian_39_flag_bearer_pl|Знаменосец
trp_austrian_39_nco|39-й пехотный полк Барон Дука
trp_austrian_39_nco_pl|Сержант
trp_austrian_39_officer|39-й пехотный полк Барон Дука
trp_austrian_39_officer_pl|Офицер
trp_austrian_39_drum|39-й пехотный полк Барон Дука
trp_austrian_39_drum_pl|Барабанщик
trp_austrian_39_flute|39-й пехотный полк Барон Дука
trp_austrian_39_flute_pl|Флейтист
trp_austrian_51|51-й пехотный полк Сплени 'Адский легион'
trp_austrian_51_pl|Линейная пехота
trp_austrian_51_flag_bearer|51-й пехотный полк Сплени 'Адский легион'
trp_austrian_51_flag_bearer_pl|Знаменосец
trp_austrian_51_nco|51-й пехотный полк Сплени 'Адский легион'
trp_austrian_51_nco_pl|Сержант
trp_austrian_51_officer|51-й пехотный полк Сплени 'Адский легион'
trp_austrian_51_officer_pl|Офицер
trp_austrian_51_drum|51-й пехотный полк Сплени 'Адский легион'
trp_austrian_51_drum_pl|Барабанщик
trp_austrian_51_flute|51-й пехотный полк Сплени 'Адский легион'
trp_austrian_51_flute_pl|Флейтист
trp_austrian_59|59-й пехотный полк Александр фон Йордис
trp_austrian_59_pl|Линейная пехота
trp_austrian_59_flag_bearer|59-й пехотный полк Александр фон Йордис
trp_austrian_59_flag_bearer_pl|Знаменосец
trp_austrian_59_nco|59-й пехотный полк Александр фон Йордис
trp_austrian_59_nco_pl|Сержант
trp_austrian_59_officer|59-й пехотный полк Александр фон Йордис
trp_austrian_59_officer_pl|Офицер
trp_austrian_59_drum|59-й пехотный полк Александр фон Йордис
trp_austrian_59_drum_pl|Барабанщик
trp_austrian_59_flute|59-й пехотный полк Александр фон Йордис
trp_austrian_59_flute_pl|Флейтист
trp_austrian_16|16-й пехотный полк Lusignan
trp_austrian_16_pl|Пешая гвардия
trp_austrian_16_flag_bearer|16-й пехотный полк Lusignan
trp_austrian_16_flag_bearer_pl|Знаменосец
trp_austrian_16_nco|16-й пехотный полк Lusignan
trp_austrian_16_nco_pl|Сержант
trp_austrian_16_officer|16-й пехотный полк Lusignan
trp_austrian_16_officer_pl|Офицер
trp_austrian_16_drum|16-й пехотный полк Lusignan
trp_austrian_16_drum_pl|Барабанщик
trp_austrian_16_flute|16-й пехотный полк Lusignan
trp_austrian_16_flute_pl|Флейтист
trp_austrian_56|56-й пехотный полк Graf Wenzel Colloredo
trp_austrian_56_pl|Пешая гвардия
trp_austrian_56_flag_bearer|56-й пехотный полк Graf Wenzel Colloredo
trp_austrian_56_flag_bearer_pl|Знаменосец
trp_austrian_56_nco|56-й пехотный полк Graf Wenzel Colloredo
trp_austrian_56_nco_pl|Сержант
trp_austrian_56_officer|56-й пехотный полк Graf Wenzel Colloredo
trp_austrian_56_officer_pl|Офицер
trp_austrian_56_drum|56-й пехотный полк Graf Wenzel Colloredo
trp_austrian_56_drum_pl|Барабанщик
trp_austrian_56_flute|56-й пехотный полк Graf Wenzel Colloredo
trp_austrian_56_flute_pl|Флейтист
trp_austrian_grenzer5|5-й крейсер Варасдинер граничарский полк
trp_austrian_grenzer5_pl|Лeгкая пехота
trp_austrian_grenzer5_flag_bearer|5-й крейсер Варасдинер граничарский полк
trp_austrian_grenzer5_flag_bearer_pl|Знаменосец
trp_austrian_grenzer5_nco|5-й крейсер Варасдинер граничарский полк
trp_austrian_grenzer5_nco_pl|Сержант
trp_austrian_grenzer5_officer|5-й крейсер Варасдинер граничарский полк
trp_austrian_grenzer5_officer_pl|Офицер
trp_austrian_grenzer5_horn|5-й крейсер Варасдинер граничарский полк
trp_austrian_grenzer5_horn_pl|Горнист
trp_austrian_hussar12|12-й гусарский полк 'Палатин-гусарен'
trp_austrian_hussar12_pl|Гусары
trp_austrian_hussar12_flag_bearer|12-й гусарский полк 'Палатин-гусарен'
trp_austrian_hussar12_flag_bearer_pl|Знаменосец
trp_austrian_hussar12_nco|12-й гусарский полк 'Палатин-гусарен'
trp_austrian_hussar12_nco_pl|Сержант
trp_austrian_hussar12_officer|12-й гусарский полк 'Палатин-гусарен'
trp_austrian_hussar12_officer_pl|Офицер
trp_austrian_hussar12_trumpet|12-й гусарский полк 'Палатин-гусарен'
trp_austrian_hussar12_trumpet_pl|Трубач
trp_austrian_cuirassier5|5-й кирасирский полк Маркиз Соммарива
trp_austrian_cuirassier5_pl|Кирасиры
trp_austrian_cuirassier5_flag_bearer|5-й кирасирский полк Маркиз Соммарива
trp_austrian_cuirassier5_flag_bearer_pl|Знаменосец
trp_austrian_cuirassier5_nco|5-й кирасирский полк Маркиз Соммарива
trp_austrian_cuirassier5_nco_pl|Сержант
trp_austrian_cuirassier5_officer|5-й кирасирский полк Маркиз Соммарива
trp_austrian_cuirassier5_officer_pl|Офицер
trp_austrian_cuirassier5_trumpet|5-й кирасирский полк Маркиз Соммарива
trp_austrian_cuirassier5_trumpet_pl|Трубач
trp_austrian_horseart|Кавалерийская батарея
trp_austrian_horseart_pl|Конная артиллерия
trp_austrian_horseart_guard|Кавалерийская батарея
trp_austrian_horseart_guard_pl|Вооруженные артиллеристы
trp_austrian_horseart_flag_bearer|Кавалерийская батарея
trp_austrian_horseart_flag_bearer_pl|Знаменосец
trp_austrian_horseart_nco|Кавалерийская батарея
trp_austrian_horseart_nco_pl|Ездовой артиллерийского поезда
trp_austrian_horseart_officer|Кавалерийская батарея
trp_austrian_horseart_officer_pl|Офицер
trp_rhine_grenadier_guard2|Гвардейский гренадерский полк, Берг
trp_rhine_grenadier_guard2_pl|Пешая гвардия
trp_rhine_grenadier_guard2_flag_bearer|Гвардейский гренадерский полк, Берг
trp_rhine_grenadier_guard2_flag_bearer_pl|Знаменосец
trp_rhine_grenadier_guard2_nco|Гвардейский гренадерский полк, Берг
trp_rhine_grenadier_guard2_nco_pl|Сержант
trp_rhine_grenadier_guard2_officer|Гвардейский гренадерский полк, Берг
trp_rhine_grenadier_guard2_officer_pl|Офицер
trp_rhine_grenadier_guard2_drum|Гвардейский гренадерский полк, Берг
trp_rhine_grenadier_guard2_drum_pl|Барабанщик
trp_rhine_grenadier_guard2_flute|Гвардейский гренадерский полк, Берг
trp_rhine_grenadier_guard2_flute_pl|Флейтист
trp_rhine_horseart|Конная батарея, Саксония
trp_rhine_horseart_pl|Конная артиллерия
trp_rhine_horseart_guard|Конная батарея, Саксония
trp_rhine_horseart_guard_pl|Вооруженные артиллеристы
trp_rhine_horseart_flag_bearer|Конная батарея, Саксония
trp_rhine_horseart_flag_bearer_pl|Знаменосец
trp_rhine_horseart_nco|Конная батарея, Саксония
trp_rhine_horseart_nco_pl|Ездовой артиллерийского поезда
trp_rhine_horseart_officer|Конная батарея, Саксония
trp_rhine_horseart_officer_pl|Офицер
trp_ottoman_levend|Левиндский пехотный полк
trp_ottoman_levend_pl|Линейная пехота
trp_ottoman_levend_flag_bearer|Левиндский пехотный полк
trp_ottoman_levend_flag_bearer_pl|Знаменосец
trp_ottoman_levend_nco|Левиндский пехотный полк
trp_ottoman_levend_nco_pl|Сержант
trp_ottoman_levend_officer|Левиндский пехотный полк
trp_ottoman_levend_officer_pl|Офицер
trp_ottoman_levend_drum|Левиндский пехотный полк
trp_ottoman_levend_drum_pl|Барабанщик
trp_ottoman_levend_flute|Левиндский пехотный полк
trp_ottoman_levend_flute_pl|Флейтист
trp_ottoman_uskudar|Ускюдарский полк
trp_ottoman_uskudar_pl|Линейная пехота
trp_ottoman_uskudar_flag_bearer|Ускюдарский полк
trp_ottoman_uskudar_flag_bearer_pl|Знаменосец
trp_ottoman_uskudar_nco|Ускюдарский полк
trp_ottoman_uskudar_nco_pl|Сержант
trp_ottoman_uskudar_officer|Ускюдарский полк
trp_ottoman_uskudar_officer_pl|Офицер
trp_ottoman_uskudar_drum|Ускюдарский полк
trp_ottoman_uskudar_drum_pl|Барабанщик
trp_ottoman_uskudar_flute|Ускюдарский полк
trp_ottoman_uskudar_flute_pl|Флейтист
trp_ottoman_libyan|Ливийский бедуин
trp_ottoman_libyan_pl|Линейная пехота
trp_ottoman_libyan_flag_bearer|Ливийский бедуин
trp_ottoman_libyan_flag_bearer_pl|Знаменосец
trp_ottoman_libyan_nco|Ливийский бедуин
trp_ottoman_libyan_nco_pl|Сержант
trp_ottoman_libyan_officer|Ливийский бедуин
trp_ottoman_libyan_officer_pl|Офицер
trp_ottoman_libyan_drum|Ливийский бедуин
trp_ottoman_libyan_drum_pl|Барабанщик
trp_ottoman_libyan_flute|Ливийский бедуин
trp_ottoman_libyan_flute_pl|Флейтист
trp_ottoman_subara|Солдат Шубара
trp_ottoman_subara_pl|Линейная пехота
trp_ottoman_subara_flag_bearer|Солдат Шубара
trp_ottoman_subara_flag_bearer_pl|Знаменосец
trp_ottoman_subara_nco|Солдат Шубара
trp_ottoman_subara_nco_pl|Сержант
trp_ottoman_subara_officer|Солдат Шубара
trp_ottoman_subara_officer_pl|Офицер
trp_ottoman_subara_drum|Солдат Шубара
trp_ottoman_subara_drum_pl|Барабанщик
trp_ottoman_subara_flute|Солдат Шубара
trp_ottoman_subara_flute_pl|Флейтист
trp_ottoman_jani|Янычарский корпус - 1-я дивизия
trp_ottoman_jani_pl|Пешая гвардия
trp_ottoman_jani_flag_bearer|Янычарский корпус - 1-я дивизия
trp_ottoman_jani_flag_bearer_pl|Знаменосец
trp_ottoman_jani_nco|Янычарский корпус - 1-я дивизия
trp_ottoman_jani_nco_pl|Сержант
trp_ottoman_jani_officer|Янычарский корпус - 1-я дивизия
trp_ottoman_jani_officer_pl|Офицер
trp_ottoman_jani_drum|Янычарский корпус - 1-я дивизия
trp_ottoman_jani_drum_pl|Барабанщик
trp_ottoman_jani_flute|Янычарский корпус - 1-я дивизия
trp_ottoman_jani_flute_pl|Флейтист
trp_ottoman_jani_istanbul|Янычарский корпус - Центральный Стамбул
trp_ottoman_jani_istanbul_pl|Пешая гвардия
trp_ottoman_jani_istanbul_flag_bearer|Янычарский корпус - Центральный Стамбул
trp_ottoman_jani_istanbul_flag_bearer_pl|Знаменосец
trp_ottoman_jani_istanbul_nco|Янычарский корпус - Центральный Стамбул
trp_ottoman_jani_istanbul_nco_pl|Сержант
trp_ottoman_jani_istanbul_officer|Янычарский корпус - Центральный Стамбул
trp_ottoman_jani_istanbul_officer_pl|Офицер
trp_ottoman_jani_istanbul_drum|Янычарский корпус - Центральный Стамбул
trp_ottoman_jani_istanbul_drum_pl|Барабанщик
trp_ottoman_jani_istanbul_flute|Янычарский корпус - Центральный Стамбул
trp_ottoman_jani_istanbul_flute_pl|Флейтист
trp_ottoman_light|Албанские солдаты
trp_ottoman_light_pl|Лeгкая пехота
trp_ottoman_light_flag_bearer|Албанские солдаты
trp_ottoman_light_flag_bearer_pl|Знаменосец
trp_ottoman_light_nco|Албанские солдаты
trp_ottoman_light_nco_pl|Сержант
trp_ottoman_light_officer|Албанские солдаты
trp_ottoman_light_officer_pl|Офицер
trp_ottoman_light_horn|Албанские солдаты
trp_ottoman_light_horn_pl|Горнист
trp_ottoman_rifle|Стрелки Лаза
trp_ottoman_rifle_pl|Стрелки
trp_ottoman_rifle_flag_bearer|Стрелки Лаза
trp_ottoman_rifle_flag_bearer_pl|Знаменосец
trp_ottoman_rifle_nco|Стрелки Лаза
trp_ottoman_rifle_nco_pl|Сержант
trp_ottoman_rifle_officer|Стрелки Лаза
trp_ottoman_rifle_officer_pl|Офицер
trp_ottoman_rifle_horn|Стрелки Лаза
trp_ottoman_rifle_horn_pl|Горнист
trp_ottoman_hussar|Дели Гусары
trp_ottoman_hussar_pl|Гусары
trp_ottoman_hussar_flag_bearer|Дели Гусары
trp_ottoman_hussar_flag_bearer_pl|Знаменосец
trp_ottoman_hussar_nco|Дели Гусары
trp_ottoman_hussar_nco_pl|Сержант
trp_ottoman_hussar_officer|Дели Гусары
trp_ottoman_hussar_officer_pl|Офицер
trp_ottoman_hussar_trumpet|Дели Гусары
trp_ottoman_hussar_trumpet_pl|Трубач
trp_ottoman_camel_cav|Верблюжья кавалерия
trp_ottoman_camel_cav_pl|Легкая верблюжья кавалерия
trp_ottoman_camel_cav_flag_bearer|Верблюжья кавалерия
trp_ottoman_camel_cav_flag_bearer_pl|Знаменосец
trp_ottoman_camel_cav_nco|Верблюжья кавалерия
trp_ottoman_camel_cav_nco_pl|Сержант
trp_ottoman_camel_cav_officer|Верблюжья кавалерия
trp_ottoman_camel_cav_officer_pl|Офицер
trp_ottoman_camel_cav_trumpet|Верблюжья кавалерия
trp_ottoman_camel_cav_trumpet_pl|Трубач
trp_ottoman_lancer|Сипахи
trp_ottoman_lancer_pl|Уланы
trp_ottoman_lancer_flag_bearer|Сипахи
trp_ottoman_lancer_flag_bearer_pl|Знаменосец
trp_ottoman_lancer_nco|Сипахи
trp_ottoman_lancer_nco_pl|Сержант
trp_ottoman_lancer_officer|Сипахи
trp_ottoman_lancer_officer_pl|Офицер
trp_ottoman_lancer_trumpet|Сипахи
trp_ottoman_lancer_trumpet_pl|Трубач
trp_ottoman_dragoon|Кавалерия Секбана
trp_ottoman_dragoon_pl|Драгуны
trp_ottoman_dragoon_flag_bearer|Кавалерия Секбана
trp_ottoman_dragoon_flag_bearer_pl|Знаменосец
trp_ottoman_dragoon_nco|Кавалерия Секбана
trp_ottoman_dragoon_nco_pl|Сержант
trp_ottoman_dragoon_officer|Кавалерия Секбана
trp_ottoman_dragoon_officer_pl|Офицер
trp_ottoman_dragoon_trumpet|Кавалерия Секбана
trp_ottoman_dragoon_trumpet_pl|Трубач
trp_ottoman_cuirassier|Капыкулу Сипахис
trp_ottoman_cuirassier_pl|Кирасиры
trp_ottoman_cuirassier_flag_bearer|Капыкулу Сипахис
trp_ottoman_cuirassier_flag_bearer_pl|Знаменосец
trp_ottoman_cuirassier_nco|Капыкулу Сипахис
trp_ottoman_cuirassier_nco_pl|Сержант
trp_ottoman_cuirassier_officer|Капыкулу Сипахис
trp_ottoman_cuirassier_officer_pl|Офицер
trp_ottoman_cuirassier_trumpet|Капыкулу Сипахис
trp_ottoman_cuirassier_trumpet_pl|Трубач
trp_ottoman_heavy_cavalry|Мамлюки
trp_ottoman_heavy_cavalry_pl|Тяжелая кавалерия
trp_ottoman_heavy_cavalry_flag_bearer|Мамлюки
trp_ottoman_heavy_cavalry_flag_bearer_pl|Знаменосец
trp_ottoman_heavy_cavalry_nco|Мамлюки
trp_ottoman_heavy_cavalry_nco_pl|Сержант
trp_ottoman_heavy_cavalry_officer|Мамлюки
trp_ottoman_heavy_cavalry_officer_pl|Офицер
trp_ottoman_heavy_cavalry_trumpet|Мамлюки
trp_ottoman_heavy_cavalry_trumpet_pl|Трубач
trp_ottoman_camel_heavy_cav|Верблюжья Конная гвардия
trp_ottoman_camel_heavy_cav_pl|Тяжелая верблюжья кавалерия
trp_ottoman_camel_heavy_cav_flag_bearer|Верблюжья Конная гвардия
trp_ottoman_camel_heavy_cav_flag_bearer_pl|Знаменосец
trp_ottoman_camel_heavy_cav_nco|Верблюжья Конная гвардия
trp_ottoman_camel_heavy_cav_nco_pl|Сержант
trp_ottoman_camel_heavy_cav_officer|Верблюжья Конная гвардия
trp_ottoman_camel_heavy_cav_officer_pl|Офицер
trp_ottoman_camel_heavy_cav_trumpet|Верблюжья Конная гвардия
trp_ottoman_camel_heavy_cav_trumpet_pl|Трубач
trp_ottoman_arty|Артиллерийский корпус
trp_ottoman_arty_pl|Артиллерия
trp_ottoman_arty_guard|Артиллерийский корпус
trp_ottoman_arty_guard_pl|Вооруженные артиллеристы
trp_ottoman_arty_flag_bearer|Артиллерийский корпус
trp_ottoman_arty_flag_bearer_pl|Знаменосец
trp_ottoman_arty_nco|Артиллерийский корпус
trp_ottoman_arty_nco_pl|Ездовой артиллерийского поезда
trp_ottoman_arty_officer|Артиллерийский корпус
trp_ottoman_arty_officer_pl|Офицер
trp_ottoman_horseart|Кавалерийская артиллерия
trp_ottoman_horseart_pl|Конная артиллерия
trp_ottoman_horseart_guard|Кавалерийская артиллерия
trp_ottoman_horseart_guard_pl|Вооруженные артиллеристы
trp_ottoman_horseart_flag_bearer|Кавалерийская артиллерия
trp_ottoman_horseart_flag_bearer_pl|Знаменосец
trp_ottoman_horseart_nco|Кавалерийская артиллерия
trp_ottoman_horseart_nco_pl|Ездовой артиллерийского поезда
trp_ottoman_horseart_officer|Кавалерийская артиллерия
trp_ottoman_horseart_officer_pl|Офицер
trp_british_horse_sapper|Сапeр
trp_british_horse_sapper_pl|конный сапер
trp_french_horse_sapper|Сапeр
trp_french_horse_sapper_pl|конный сапер
trp_prussian_horse_sapper|4-й Мансфельдский пионерный корпу
trp_prussian_horse_sapper_pl|конный сапер
trp_russian_horse_sapper|Пионер 2-го Пионерского полкас
trp_russian_horse_sapper_pl|конный сапер
trp_austrian_horse_sapper|1-й пионерский батальон
trp_austrian_horse_sapper_pl|конный сапер
trp_rhine_horse_sapper|Пионер, Берг
trp_rhine_horse_sapper_pl|конный сапер
trp_ottoman_bashi|Башибузуки
trp_ottoman_bashi_pl|Наёмники
trp_ottoman_medic|Хирург
trp_ottoman_medic_pl|Хирурги
trp_ottoman_sapper|Сапeр
trp_ottoman_sapper_pl|Инженер
trp_ottoman_horse_sapper|Сапeр
trp_ottoman_horse_sapper_pl|конный сапер
trp_ottoman_ship_marine|Корабельный экипаж
trp_ottoman_ship_marine_pl|Морской пехотинец
trp_ottoman_ship_flag_bearer|Корабельный экипаж
trp_ottoman_ship_flag_bearer_pl|Знаменосец
trp_ottoman_ship|Корабельный экипаж
trp_ottoman_ship_pl|Пехота
trp_ottoman_ship_cannon|Корабельный экипаж
trp_ottoman_ship_cannon_pl|Морская артиллерия
trp_ottoman_ship_captain|Корабельный экипаж
trp_ottoman_ship_captain_pl|Капитан
trp_ottoman_pasha|Ахмед Аль-Джаззар
trp_ottoman_pasha_pl|Генерал
trp_british_arty_commander|Royal Foot Artillery
trp_british_arty_commander_pl|Officer
trp_british_arty_alt_commander|Royal Foot Artillery
trp_british_arty_alt_commander_pl|Officer
trp_french_arty_commander|L'Artillerie
trp_french_arty_commander_pl|Officer
trp_french_arty_alt_commander|L'Artillerie
trp_french_arty_alt_commander_pl|Officer
trp_prussian_arty_commander|36. Regiment der Fussartillerie
trp_prussian_arty_commander_pl|Officer
trp_prussian_arty_alt_commander|36. Regiment der Fussartillerie
trp_prussian_arty_alt_commander_pl|Officer
trp_russian_arty_commander|Artillery
trp_russian_arty_commander_pl|Officer
trp_russian_arty_alt_commander|Artillery
trp_russian_arty_alt_commander_pl|Officer
trp_austrian_arty_commander|Prinz zu Lothringen Nr. 7 Artillerie
trp_austrian_arty_commander_pl|Officer
trp_austrian_arty_alt_commander|Prinz zu Lothringen Nr. 7 Artillerie
trp_austrian_arty_alt_commander_pl|Officer
trp_rhine_arty_commander|Артиллерия, Бавария
trp_rhine_arty_commander_pl|Офицер
trp_rhine_arty_alt_commander|Артиллерия, Бавария
trp_rhine_arty_alt_commander_pl|Офицер
trp_quick_battle_troop_britain_1|Артур Уэлсли, 1-й герцог Веллингтон
trp_quick_battle_troop_britain_1_pl|Генерал
trp_quick_battle_troop_france_1|Император Наполеон І Бонапарт
trp_quick_battle_troop_france_1_pl|Генерал
trp_quick_battle_troop_prussia_1|Генерал-фельдмаршал Гебхард Леберехт фон Блюхер
trp_quick_battle_troop_prussia_1_pl|Генерал
trp_quick_battle_troop_russia_1|Генерал-фельдмаршал Михаил Илларионович Голенищев-Кутузов
trp_quick_battle_troop_russia_1_pl|Генерал
trp_quick_battle_troop_austria_1|Генералиссимус Карл Филипп цу Шварценберг
trp_quick_battle_troop_austria_1_pl|Генерал
trp_quick_battle_troop_rhine_1| Король Саксонии Фридрих Август
trp_quick_battle_troop_rhine_1_pl|Генерал
trp_british_foot_guard1|1-й гвардейский полк
trp_british_foot_guard1_pl|Пешая гвардия
trp_british_foot_guard1_flag_bearer|1-й гвардейский полк
trp_british_foot_guard1_flag_bearer_pl|Знаменосец
trp_british_foot_guard1_nco|1-й гвардейский полк
trp_british_foot_guard1_nco_pl|Сержант
trp_british_foot_guard1_officer|1-й гвардейский полк
trp_british_foot_guard1_officer_pl|Офицер
trp_british_foot_guard1_drum|1-й гвардейский полк
trp_british_foot_guard1_drum_pl|Барабанщик
trp_british_foot_guard1_flute|1-й гвардейский полк
trp_british_foot_guard1_flute_pl|Флейтист
trp_british_hussar2|2nd KGL Hussars
trp_british_hussar2_pl|Гусары
trp_british_hussar2_flag_bearer|2nd KGL Hussars
trp_british_hussar2_flag_bearer_pl|Знаменосец
trp_british_hussar2_nco|2nd KGL Hussars
trp_british_hussar2_nco_pl|Сержант
trp_british_hussar2_officer|2nd KGL Hussars
trp_british_hussar2_officer_pl|Офицер
trp_british_hussar2_trumpet|2nd KGL Hussars
trp_british_hussar2_trumpet_pl|Трубач
trp_prussian_infantry_2|2-й пехотный полк
trp_prussian_infantry_2_pl|Линейная пехота
trp_prussian_infantry_2_flag_bearer|2-й пехотный полк
trp_prussian_infantry_2_flag_bearer_pl|Знаменосец
trp_prussian_infantry_2_nco|2-й пехотный полк
trp_prussian_infantry_2_nco_pl|Сержант
trp_prussian_infantry_2_officer|2-й пехотный полк
trp_prussian_infantry_2_officer_pl|Офицер
trp_prussian_infantry_2_drum|2-й пехотный полк
trp_prussian_infantry_2_drum_pl|Барабанщик
trp_prussian_infantry_2_flute|2-й пехотный полк
trp_prussian_infantry_2_flute_pl|Флейтист
trp_prussian_infantry12|12-й Бранденбургский пехотный полк
trp_prussian_infantry12_pl|Линейная пехота
trp_prussian_infantry12_flag_bearer|12-й Бранденбургский пехотный полк
trp_prussian_infantry12_flag_bearer_pl|Знаменосец
trp_prussian_infantry12_nco|12-й Бранденбургский пехотный полк
trp_prussian_infantry12_nco_pl|Сержант
trp_prussian_infantry12_officer|12-й Бранденбургский пехотный полк
trp_prussian_infantry12_officer_pl|Офицер
trp_prussian_infantry12_drum|12-й Бранденбургский пехотный полк
trp_prussian_infantry12_drum_pl|Барабанщик
trp_prussian_infantry12_flute|12-й Бранденбургский пехотный полк
trp_prussian_infantry12_flute_pl|Флейтист
trp_prussian_infantry14|14-й Вестфальский пехотный полк
trp_prussian_infantry14_pl|Линейная пехота
trp_prussian_infantry14_flag_bearer|14-й Вестфальский пехотный полк
trp_prussian_infantry14_flag_bearer_pl|Знаменосец
trp_prussian_infantry14_nco|14-й Вестфальский пехотный полк
trp_prussian_infantry14_nco_pl|Сержант
trp_prussian_infantry14_officer|14-й Вестфальский пехотный полк
trp_prussian_infantry14_officer_pl|Офицер
trp_prussian_infantry14_drum|14-й Вестфальский пехотный полк
trp_prussian_infantry14_drum_pl|Барабанщик
trp_prussian_infantry14_flute|14-й Вестфальский пехотный полк
trp_prussian_infantry14_flute_pl|Флейтист
trp_prussian_infantry18|18-й пехотный полк
trp_prussian_infantry18_pl|Линейная пехота
trp_prussian_infantry18_flag_bearer|18-й пехотный полк
trp_prussian_infantry18_flag_bearer_pl|Знаменосец
trp_prussian_infantry18_nco|18-й пехотный полк
trp_prussian_infantry18_nco_pl|Сержант
trp_prussian_infantry18_officer|18-й пехотный полк
trp_prussian_infantry18_officer_pl|Офицер
trp_prussian_infantry18_drum|18-й пехотный полк
trp_prussian_infantry18_drum_pl|Барабанщик
trp_prussian_infantry18_flute|18-й пехотный полк
trp_prussian_infantry18_flute_pl|Флейтист
trp_prussian_infantry24|24-й Бранденбургский пехотный полк
trp_prussian_infantry24_pl|Линейная пехота
trp_prussian_infantry24_flag_bearer|24-й Бранденбургский пехотный полк
trp_prussian_infantry24_flag_bearer_pl|Знаменосец
trp_prussian_infantry24_nco|24-й Бранденбургский пехотный полк
trp_prussian_infantry24_nco_pl|Сержант
trp_prussian_infantry24_officer|24-й Бранденбургский пехотный полк
trp_prussian_infantry24_officer_pl|Офицер
trp_prussian_infantry24_drum|24-й Бранденбургский пехотный полк
trp_prussian_infantry24_drum_pl|Барабанщик
trp_prussian_infantry24_flute|24-й Бранденбургский пехотный полк
trp_prussian_infantry24_flute_pl|Флейтист
trp_prussian_infantry26|26-й Магдебургский пехотный полк
trp_prussian_infantry26_pl|Линейная пехота
trp_prussian_infantry26_flag_bearer|26-й Магдебургский пехотный полк
trp_prussian_infantry26_flag_bearer_pl|Знаменосец
trp_prussian_infantry26_nco|26-й Магдебургский пехотный полк
trp_prussian_infantry26_nco_pl|Сержант
trp_prussian_infantry26_officer|26-й Магдебургский пехотный полк
trp_prussian_infantry26_officer_pl|Офицер
trp_prussian_infantry26_drum|26-й Магдебургский пехотный полк
trp_prussian_infantry26_drum_pl|Барабанщик
trp_prussian_infantry26_flute|26-й Магдебургский пехотный полк
trp_prussian_infantry26_flute_pl|Флейтист
trp_prussian_infantry_elbe|2-й полк Эльбский ландвера
trp_prussian_infantry_elbe_pl|Линейная пехота
trp_prussian_infantry_elbe_flag_bearer|2-й полк Эльбский ландвера
trp_prussian_infantry_elbe_flag_bearer_pl|Знаменосец
trp_prussian_infantry_elbe_nco|2-й полк Эльбский ландвера
trp_prussian_infantry_elbe_nco_pl|Сержант
trp_prussian_infantry_elbe_officer|2-й полк Эльбский ландвера
trp_prussian_infantry_elbe_officer_pl|Офицер
trp_prussian_infantry_elbe_drum|2-й полк Эльбский ландвера
trp_prussian_infantry_elbe_drum_pl|Барабанщик
trp_prussian_infantry_elbe_flute|2-й полк Эльбский ландвера
trp_prussian_infantry_elbe_flute_pl|Флейтист
trp_prussian_dragoon5|5-й Бранденбургский драгунский полк
trp_prussian_dragoon5_pl|Драгуны
trp_prussian_dragoon5_flag_bearer|5-й Бранденбургский драгунский полк
trp_prussian_dragoon5_flag_bearer_pl|Знаменосец
trp_prussian_dragoon5_nco|5-й Бранденбургский драгунский полк
trp_prussian_dragoon5_nco_pl|Сержант
trp_prussian_dragoon5_officer|5-й Бранденбургский драгунский полк
trp_prussian_dragoon5_officer_pl|Офицер
trp_prussian_dragoon5_trumpet|5-й Бранденбургский драгунский полк
trp_prussian_dragoon5_trumpet_pl|Трубач
trp_prussian_hussar_mhr|10-й Магдебургский гусарский полк
trp_prussian_hussar_mhr_pl|Гусары
trp_prussian_hussar_mhr_flag_bearer|10-й Магдебургский гусарский полк
trp_prussian_hussar_mhr_flag_bearer_pl|Знаменосец
trp_prussian_hussar_mhr_nco|10-й Магдебургский гусарский полк
