stringsfile version 1
1889
str_no_string NO_STRING!
str_mission_briefing_2 December_1,_1805^It_was_a_fine_respite,_but_now_we_march_once_again._Praise_God_this_will_be_our_final_effort!_^It_is_said_that_we_shall_march_directly_into_the_battle.^^Our_time_on_the_outskirts_of_Vienna_was_surely_the_finest_days_of_the_campaign._Rich_villages_^with_large,_clean_houses,_wonderful_food_and_wine_--_and_of_course_the_pretty_girls_all_helped_us_^replenish_our_energies.^We_had_been_shaken_by_the_endless_marches_through_terrible_weather._Exhausted_by_our_pursuit_^of_the_retreating_Allied_forces._It_was_good_to_forget,_for_a_little_while.^^But_our_peaceful_rest_ended_abruptly;_we_received_the_order_to_rejoin_the_main_army_as_quickly_as_^possible,_and_now_we_march_madly_to_battle_once_more._In_a_forced_march_we_have_left_nearly_half_^of_the_regiment_behind,_but_general_Friant_is_determined_to_arrive_to_the_battlefield_on_time,_^and_will_not_pause_for_our_supporting_forces_to_rejoin_us.^^The_Allies_are_said_to_greatly_outnumber_our_own_troops,_especially_in_cavalry._It_seems_that_the_^battle_will_be_defensive_this_time,_but_the_situation_remains_unclear._A_messenger_from_the_Emperors_^headquarters_informed_us,_as_he_rode_past_our_column,_that_our_rear_guard_had_been_driven_back_^near_a_place_called_Vishau,_and_were_retreating_towards_Austerlitz^^I_dare_not_speak_of_it,_but_thoughts_of_the_upcoming_battle_fill_me_with_terror._Marengo_was_the_last_^Well,_I_should_say_the_only_large_battle_I_took_part_in,_and_this_was_almost_5_years_ago._I_still_^remember_the_horrible_things_I_saw_that_day;_it_makes_my_body_shake_to_think_of_it._^Luckily,_I_have_been_able_to_conceal_my_feelings_thus_far;_^our_men_despise_cowardice,_and_treat_it_as_treason.
str_mission_briefing_3 August_26,_1813^We_are_preparing_to_march_on_Drezden,_where_our_small_garrison_was_formerly_besieged_by_the_far_^superior_forces_of_the_Allies._Artillery_fire_is_reported_to_be_so_powerful_that_window_glass_^shakes_even_10_kilometers_from_the_city.^^The_original_plan_was_to_raid_and_disrupt_Allied_communications,_^but_the_Emperor_revised_his_plan_two_days_ago_when_he_learned_of_a_threat_on_the_Saxon_capital._^When_he_discovered_the_scale_of_the_threat,_he_sent_us_to_save_the_city,_while_the_bulk_of_his_^forces_proceeded_with_General_Vandamme_to_continue_with_the_raid_as_originally_planned.^It_is_no_surprise_that_the_Allied_forces_will_attempt_to_seize_Dresden._Its_defenses_are_miserable,_^and_the_garrison_is_quite_insufficient._But_Napoleon_intends_to_give_the_Allies_an_unpleasant_^surprise_of_their_own,_for_the_Allies_are_not_scouting_anywhere_near_the_area_that_we_are_approaching_from.^^We_have_a_strong_force,_and_numerous_cavalry_guided_by_Prince_Murat_himself._Unfortunately,_^the_weather_seems_to_be_getting_worse_and_worse,_and_it_probably_will_be_raining_by_the_time_^we_reach_Dresden._Under_such_circumstances,_the_benefits_we_might_reap_from_our_superior_cavalry_^will_significantly_decrease.^^Myself,_I_welcome_the_battle._Finally_we_may_take_our_revenge_upon_the_Russians,_for_what_we_have_^suffered_these_past_six_months._I_have_tried_to_forget_what_horrors_we_witnessed_on_the_way_from_^Moscow_to_Berezina,_but_the_images_still_come_unbidden_to_my_mind._These_nightmares_shall_likely_^pursue_me_to_the_end_of_my_days._^We_must_win_this_battle,_and_this_war,_that_our_comrades_shall_not_have_died_in_vain.
str_mission_briefing_4 September_5,_1812^^I_grow_tired_of_this_war._The_march_has_been_tolerable,_but_the_past_few_days_were_difficult,_^and_I_am_only_now_recovering_from_an_illness._Blast,_the_climate_is_terrible!_Scorching_hot_days,_^cold_nights,_dry_air._There_are_no_more_Russian_peasants_to_be_seen._They’ve_burned_their_houses_and_fled,_^leaving_little_to_sustain_us_on_the_long_march_towards_Moscow.^^Our_men_grow_tired_as_well._For_too_long,_they_have_been_biting_at_the_heels_of_a_fleeing_enemy._^But_they_are_cheerful_that_the_march_is_nearing_its_end,_and_gladly_greet_the_coming_battle._^We_call_the_Russians_cowards,_and_imagine_a_swift_victory,_that_we_may_return_to_the_arms_of_our_loved_ones._^Our_soldiers_even_ask_permission_to_wear_parade_uniforms_into_the_battle._Our_hopes_and_weariness_have_^blinded_us:_the_men_do_not_see_that_the_most_difficult_challenge_is_yet_to_come.^^Meanwhile,_the_Russian_soldiers_have_halted_their_retreat,_and_instead_are_digging_in_for_the_final_stand.^^Their_preparations_are_covered_by_a_great_redoubt_at_Shevardino._It_is_well_away_from_their_rear_positions,_^which_makes_it_a_fine_target._Marshall_Davout_has_received_orders_to_capture_the_redoubt_as_quickly_as_^possible._I_am_to_join_the_troops_of_General_Compans_in_this_attack,_to_ensure_that_everything_goes_as_planned.^^But_I_am_wary._Never_before_have_I_seen_such_fortifications!_I_have_grown_certain_that_these_Russians_^are_no_cowards._^They_will_retreat_no_further,_but_will_defend_their_Moscow_to_the_dying_breath.
str_mission_briefings_end mission_briefings_end
str_map_changed Map_change.
str_round_changed New_round_started.
str_teamkilled_s1_s2_horse {s1}_teamkilled_{s2}'s_horse.
str_teamwounded_s1_s2 {s1}_teamhit_{s2}_{reg60}_health.
str_teamwounded_s1_s2_horse {s1}_teamhit_{s2}'s_horse_{reg60}_health.
str_revive_player Revive_Player
str_revive_all Revive_All
str_revive_player_s2_s3 {s2}_Revived_Player_{s3}.
str_revive_all_s2 {s2}_Revived_Everyone.
str_cheat_god_mode God_Mode
str_cheat_god_mode_s3_s2 {s2}_turned_on_God_Mode_for_{s3}.
str_cheat_god_mode_s3_s2_2 {s2}_turned_off_God_Mode_for_{s3}.
str_suicide_player Suicide
str_s2_suicide {s2}_has_committed_suicide.
str_admin_set_limit_surgeon_s0_reg1 {s0}_Set_the_class_limit_for_Surgeons_to_{reg1}_%_of_the_team.
str_limit_surgeon Limit_of_Surgeons_in_each_team_(%):
str_admin_set_limit_arty_train_s0_reg1 {s0}_Set_the_class_limit_for_Artillery_Trains_to_{reg1}_%_of_the_team.
str_limit_arty_train Limit_of_Artillery_Trains_in_each_team_(%):
str_admin_set_groupfight_mode_s0_s9 {s0}_Set_use_Groupfight_mode_to_{s9}.
str_groupfight_mode Disable_ranged_weapons_(groupfighting)
str_admin_set_competitive_score_mode_s0_s9 {s0}_Set_the_Competitive_Score_mode_to_{s9}.
str_competitive_score_mode Competitive_score_mode
str_more_admin_tools More_Admin_Tools
str_choose_an_admin_tool Choose_an_admin_tool:
str_spawn_player Spawn_Player
str_spawn_all Spawn_All
str_spawn_all_s2 {s2}_spawned_Everyone.
str_spawn_player_s2_s3 {s2}_spawned_Player_{s3}.
str_welcome_message_toggle Welcome_message_is_set_to_{s9}.
str_commit_suicide Are_you_sure_you_want_to_die?
str_no_line_inf_spread Disable_players_from_loose_formations_with_line_infantry.
str_admin_set_no_line_inf_spread_s0_s9 {s0}_Set_Disable_players_from_loose_formations_with_line_infantry_to_{s9}.
str_line_inf_spread The_current_server_settings_do_not_allow_for_line_infantry_regiments_to_spread_out_past_their_starting_spacing.
str_num_custom_maps Choose_the_#_of_available_custom_maps.
str_admin_set_num_custom_maps_s0_reg1 {s0}_Set_the_number_of_available_custom_maps_to_choose_from_to_{reg1}.
str_auto_turn_on_ff When_to_turn_Friendly_fire_on_in_seconds.
str_no_rambo Disable_player_damage_away_from_squad.
str_no_rambo_warning You_are_too_far_from_your_squad!_You_deal_no_damage.
str_admin_set_no_rambo_s0_s9 {s0}_Set_disable_player_damage_away_from_squad_to_{s9}.
str_no_rambo_range Maximal_distance_from_squad_in_meters_(rambo):
str_admin_set_no_rambo_range_s0_reg1 {s0}_Set_the_maximal_distance_from_squad_to_{reg1}_meters_(no_rambo_basically).
str_admin_set_auto_ff {s0}_set_the_time_for_friendly_fire_to_automatically_turn_on_to_{reg1}_second(s).__Friendly_fire_will_automatically_turn_off_at_rounds_end,_map_resets,_and_map_changes.
str_admin_set_auto_ff_2 {s0}_turned_off_friendly_fire_automatically_turning_off_and_on.
str_ff_turn_on_when Friendly_fire_will_turn_back_on_after_{reg60}_second(s)_have_past_in_the_round.
str_ff_turn_on_when_2 Friendly_fire_will_turn_back_on_after_{reg60}_second(s)_have_past_in_the_next_round.
str_ff_turn_on Friendly_fire_is_now_on,_be_careful!
str_set_admin_true_s2 {s2}_is_made_admin_by_the_whitelist.
str_set_admin_false_s2 {s2}'s_admin_taken_away,_not_on_whitelist.
str_return_set_admin_true_s2 {s2},_You_are_made_admin_by_the_admin_whitelist.
str_return_set_admin_false_s2 {s2},_Your_admin_has_been_taken_away_by_the_admin_whitelist.
str_admin_white_list_is_enabled Admin_whitelist_is_enabled.
str_admin_white_list_is_disabled Admin_whitelist_is_disabled.
str_admin_white_list_added_key_reg0 Added_key:_{reg0}_to_the_admin_whitelist.
str_map_menu __
str_choose_maps Map_selection
str_healed_player_s2_reg4_reg5 Healed_player_{s2}_for_{reg4}%,_current_health:_{reg5}%.
str_healed_player_full_s2_reg4 Healed_player_{s2}_for_{reg4}%,_and_is_now_fully_healed.
str_healed_player_no_more_s2_reg4 Healed_player_{s2}_for_{reg4}%,_and_cannot_be_healed_further.
str_not_healed_player_full_s2 Player_{s2}_is_already_fully_healed.
str_not_healed_player_no_more_s2 Player_{s2}_cannot_be_healed_further.
str_got_healed_player_s2_reg4_reg5 Player_{s2}_healed_you_for_{reg4}%,_current_health:_{reg5}%.
str_got_healed_player_full_s2_reg4 Player_{s2}_healed_you_for_{reg4}%,_you_are_now_fully_healed.
str_got_healed_player_no_more_s2_reg4 Player_{s2}_healed_you_for_{reg4}%,_you_cannot_be_healed_further.
str_not_got_healed_player_full_s2 Player_{s2}_cannot_heal_you,_You_are_already_fully_healed.
str_not_got_healed_player_no_more_s2 Player_{s2}_cannot_heal_you,_you_cannot_be_healed_further.
str_healed_player_horse_s2_reg4_reg5 Healed_player_{s2}'s_horse_for_{reg4}%,_current_health:_{reg5}%.
str_healed_player_horse_full_s2_reg4 Healed_player_{s2}'s_horse_for_{reg4}%,_and_he_is_now_fully_healed.
str_healed_player_horse_no_more_s2_reg4 Healed_player_{s2}'s_horse_for_{reg4}%,_and_he_cannot_be_healed_further.
str_not_healed_player_horse_full_s2 Player_{s2}'s_horse_is_already_fully_healed.
str_not_healed_player_horse_no_more_s2 Player_{s2}'s_horse_cannot_be_healed_further.
str_got_healed_player_horse_s2_reg4_reg5 Player_{s2}_healed_your_horse_for_{reg4}%,_current_health:_{reg5}%.
str_got_healed_player_horse_full_s2_reg4 Player_{s2}_healed_your_horse_for_{reg4}%,_and_he_is_fully_healed.
str_got_healed_player_horse_no_more_s2_reg4 Player_{s2}_healed_your_horse_for_{reg4}%,_and_he_cannot_be_healed_further.
str_not_got_healed_player_horse_full_s2 Player_{s2}_cannot_heal_your_horse,_he_is_already_fully_healed.
str_not_got_healed_player_horse_no_more_s2 Player_{s2}_cannot_heal_your_horse,_he_cannot_be_healed_further.
str_healed_horse_s2_reg4_reg5 Healed_{s2}_horse_for_{reg4}%,_current_health:_{reg5}%.
str_healed_horse_full_s2_reg4 Healed_{s2}_horse_for_{reg4}%,_and_he_is_now_fully_healed.
str_healed_horse_no_more_s2_reg4 Healed_{s2}_horse_for_{reg4}%,_and_he_cannot_be_healed_further.
str_not_healed_horse_full_s2 Player_{s2}_horse_is_already_fully_healed.
str_not_healed_horse_no_more_s2 Player_{s2}_horse_cannot_be_healed_further.
str_royale_weapon_musket Pick_up_a_musket
str_royale_weapon_pistol Pick_up_a_pistol
str_royale_weapon_carabine Pick_up_a_carabine
str_royale_weapon_smallsword Pick_up_a_small_sword
str_royale_weapon_bigsword Pick_up_a_sword
str_royale_weapon_bottle Pick_up_a_bottle
str_royale_weapon_axe Pick_up_a_axe
str_royale_weapon_spear Pick_up_a_polearm
str_royale_weapon_club Pick_up_a_club
str_royale_weapon_tool Pick_up_a_tool
str_royale_weapon_ramrod Pick_up_a_ramrod
str_royale_weapon_lighter Pick_up_a_lighter
str_royale_weapon_ammo Grab_some_ammo
str_royale_weapon_ammo_musket Grab_some_musket_ammo
str_royale_weapon_ammo_pistol Grab_some_pistol_ammo
str_custom_flag_name_1 Custom_Flag_1
str_custom_flag_name_2 Custom_Flag_2
str_custom_flag_name_3 Custom_Flag_3
str_custom_flag_name_4 Custom_Flag_4
str_custom_flag_name_5 Custom_Flag_5
str_custom_flag_name_6 Custom_Flag_6
str_custom_flag_name_7 Custom_Flag_7
str_custom_flag_name_8 Custom_Flag_8
str_custom_flag_name_9 Custom_Flag_9
str_custom_flag_name_10 Custom_Flag_10
str_custom_flag_name_11 Custom_Flag_11
str_custom_flag_name_12 Custom_Flag_12
str_custom_flag_name_13 Custom_Flag_13
str_custom_flag_name_14 Custom_Flag_14
str_custom_flag_name_15 Custom_Flag_15
str_custom_flag_name_16 Custom_Flag_16
str_custom_flag_name_17 Custom_Flag_17
str_custom_flag_name_18 Custom_Flag_18
str_custom_flag_name_19 Custom_Flag_19
str_custom_flag_name_20 Custom_Flag_20
str_custom_flag_name_21 Custom_Flag_21
str_custom_flag_name_22 Custom_Flag_22
str_custom_flag_name_23 Custom_Flag_23
str_custom_flag_name_24 Custom_Flag_24
str_custom_flag_name_25 Custom_Flag_25
str_custom_flag_name_26 Custom_Flag_26
str_custom_flag_name_27 Custom_Flag_27
str_custom_flag_name_28 Custom_Flag_28
str_custom_flag_name_29 Custom_Flag_29
str_custom_flag_name_30 Custom_Flag_30
str_custom_flag_name_31 Custom_Flag_31
str_custom_flag_name_32 Custom_Flag_32
str_custom_flag_name_33 Custom_Flag_33
str_custom_flag_name_34 Custom_Flag_34
str_custom_flag_name_35 Custom_Flag_35
str_custom_flag_name_36 Custom_Flag_36
str_custom_flag_name_37 Custom_Flag_37
str_custom_flag_name_38 Custom_Flag_38
str_custom_flag_name_39 Custom_Flag_39
str_custom_flag_name_40 Custom_Flag_40
str_custom_flag_names_end {!}custom_flag_names_end
str_welcome_message_server Welcome,_{s3},_your_user_ID_is_{reg44}._Please_follow_the_server_rules_and_enjoy_your_stay!
str_admin_start_map_s0_s1_s2_s5_s8_s6_s9 {s0}_Changed_the_map_to_{s1}_with_gamemode_{s2}_and_with_the_nations_{s5}{s8}_and_{s6}{s9}.
str_team_reg1_faction_secondary Team_{reg1}_secondary_nation:
str_secondary_faction_s7 (with_{s7})
str_no_secondary_faction _
str_both_faction_names_s1_s2 {s1}^{s2}
str_none None
str_no_faction No_faction
str_units_overview Units_Overview
str_mod_options Mod_Options
str_admin_tools_tab1 Admin_actions
str_admin_tools_tab2 Cheats
str_select Select:
str_select_all All
str_select_slash |
str_select_none None
str_all_selected_players All_selected
str_mute_selected Mute_selected
str_unmute_selected Unmute_selected
str_slay_selected Slay_selected
str_freeze_selected Freeze_selected
str_swap_selected Swap_selected
str_spec_selected Swap_selected_to_spec
str_revive_selected Revive_selected
str_spawn_selected Spawn_selected
str_kick_selected Kick_selected
str_ban_selected Ban_selected
str_ban_temp_selected Ban_temp_selected
str_cheat_heal_selected Heal_selected
str_cheat_ammo_selected Refill_ammo_for_selected
str_cheat_god_selected Turn_God_Mode_on/off_for_selected
str_cheat_tele_bring_selected Bring_selected
str_cheat_beacon_selected Beacon_selected
str_what_do_with_s0 What_to_do_with_{s0}?
str_mute_player_server_side Mute_player_server_side
str_copy_username Copy_username
str_wisper Whisper
str_player_s3_reg44_incompatible_version Player_{s3}_with_ID_{reg44}_tried_to_join_the_server_with_an_incompatible_version.
str_admin_panel_tab1 General
str_admin_panel_tab2 Game_mode
str_admin_panel_tab3 Moderation
str_admin_panel_tab4 Troops
str_foot_arty_can_spawn_with Foot_artillery_can_spawn_with:
str_horse_arty_can_spawn_with Horse_artillery_can_spawn_with:
str_foot_arty_limber_speed Foot_artillery_limber_time_(in_seconds):
str_foot_arty_unlimber_speed Foot_artillery_unlimber_time_(in_seconds):
str_horse_arty_limber_speed Horse_artillery_limber_time_(in_seconds):
str_horse_arty_unlimber_speed Horse_artillery_unlimber_time_(in_seconds):
str_foot_arty_train_speed Foot_arty_train_speed_(in_%):
str_horse_arty_speed Horse_arty_horses_speed_(in_%):
str_horse_arty_train_speed Horse_arty_train_speed_(in_%):
str_medic_heal_limit Max_health_restorable_by_healing_(%)
str_medic_per_heal Health_restored_per_heal_(%)
str_flag_make_damage Flags_can_be_used_to_attack
str_ac_time Minutes_before_All_Charge_is_on_after_activation
str_ac_activate Activate_All_Charge_mod
str_ac_no_cav Cavalry_must_dismount_during_All_Charge
str_ac_shoot_no_reload Shooting_allowed_but_not_reloading_during_All_Charge
str_ceremony_activate Activate_Ceremony_mod
str_ceremony_allow_off_damage Allow_officers_to_do_damage_in_Ceremony
str_classes_crouch Classes_that_can_crouch:
str_allow_proximity_chat Activate_proximity_chat
str_allow_officer_chat Activate_officer_chat
str_allow_admin_chat Activate_admin_chat_(purple_chat)
str_allow_silent_admin_chat Activate_silent_admin_chat_(red_chat)
str_allow_inter_admin_chat Activate_inter_admin_chat
str_allow_whisper Activate_whispers_(direct_messages)
str_allow_explosive_crates_to_explode Allow_explosive_crates_to_explode
str_ban_hammer_effect Effect_of_the_Ban_Hammer:
str_kill Kill
str_admin_panel_section_ac All_Charge_-_Ceremony
str_admin_panel_section_miscellaneous Miscellaneous
str_admin_panel_section_flags Flags
str_admin_panel_section_respawn_time Respawn_time
str_admin_panel_section_nb_bots Number_of_bots
str_admin_panel_section_unit_population Unit_population
str_admin_panel_section_tickets Tickets
str_admin_panel_section_spawn Spawn
str_admin_panel_section_friendly_fire Friendly_fire
str_admin_panel_section_team_balance Team_balance
str_admin_panel_section_fic Anti-FIC
str_admin_panel_section_fol Anti-FOL
str_admin_panel_section_oa Anti-OA
str_admin_panel_section_rambo Anti-Rambo
str_admin_panel_section_crouch Crouching
str_admin_panel_section_chats Chats
str_admin_panel_section_explosive_crates Explosive_crates
str_admin_panel_section_banhammer Ban_Hammer
str_admin_panel_section_votes Votes
str_admin_panel_section_slay Slay_penalty
str_admin_panel_section_cannons Cannons
str_admin_panel_section_arty_horse Artillery_horses
str_admin_panel_section_medic Medic
str_admin_panel_section_flag_bearers Flag_bearers
str_admin_panel_section_bonus Bonuses
str_admin_panel_section_riders Horse_riders
str_admin_panel_section_limit Class_limits
str_rlb_initial_tickets Initial_tickets
str_rlb_spawn_cost Spawn_cost_(in_tickets):
str_rlb_line Lines
str_rlb_light Lights
str_rlb_rifle Rifles
str_rlb_cav Cav
str_rlb_arty Arty
str_rlb_foot_arty Foot_Arty
str_rlb_horse_arty Horse_Arty
str_rlb_sapper Sapper
str_rlb_medic Medic
str_rlb_general General
str_rlb_others Other
str_rlb_respawn_time_classes Respawn_time_for_classes_(in_seconds):
str_rlb_spawn_size Size_of_spawn_area_(in_meters)
str_rlb_nb_allies_for_respawn Number_of_allies_for_respawn_around_flag
str_rlb_allow_spawn_close_enemies Allow_respawn_on_flag_when_enemies_are_close
str_rlb_no_damage_in_spawn_area Cancel_all_damages_in_spawn_area
str_rlb_remove_flag_time Time_before_removing_a_dropped_flag_(in_seconds)
str_rlb_capture_flag_time Time_to_capture_a_flag_(in_seconds)
str_rlb_flag_cost_fixed_variable Flag_cost_is_variable_(otherwise_fixed)
str_rlb_flag_cost_fixed Fixed_flag_cost_(in_tickets)
str_rlb_flag_cost_variable Flag_cost_=_(cost_of_the_entire_unit)_multiplied_by
str_rlb_flag_cost_variable_max Maximum_flag_cost_(0_=_no_max)
str_rlb_flag_cost_variable_min Minimum_flag_cost
str_rlb_flag_earn_tickets The_team_capturing_a_flag_earns_its_tickets
str_rlb_cav_can_carry_flags Cav_can_carry_flags_other_than_their_own_on_horseback
str_rlb_no_tk_on_flag_bearer Deactivate_teamkills_on_flag_bearers
str_rlb_slay_respawn_time Respawn_time_for_slain_players_(0_=_same_as_normal)
str_rlb_slay_respawn_tickets_multiplicator Slain_players_cost_their_ticket_amount_multiplied_by
str_rlb_anti_fic Classes_that_can_FIC:
str_rlb_anti_fol Anti-FOL:_max_distance_between_two_players_(0_=_deactivated):
str_rlb_anti_fol_other_units Apply_anti-FOL_to_players_of_different_units_side_by_side
str_rlb_allow_oa Allow_OA:
str_rlb_allow_oa_all_the_time All_the_time
str_rlb_allow_oa_off_musket When_the_officer_carries_a_musket/rifle
str_rlb_allow_oa_off_close When_the_officer_is_closer_than_(0_=_deactivated)
str_rlb_allow_oa_off_far When_the_officer_is_farther_than_(0_=_deactivated)
str_rlb_rambo_activate Cancel_damages_when_the_player_is_too_far_from_allies
str_rlb_rambo_distance Max_distance_between_allies_before_rambo_(0_=_deactivated)
str_rlb_rambo_min_number_alive The_rule_is_deactivated_if_the_number_of_allies_is_<
str_rlb_rambo_time_between_attacks Time_before_rambo_if_less_than_2_players_in_unit
str_rlb_rambo_respawn_time_penalty Respawn_time_for_rambo_players_(0_=_normal_time)
str_rlb_rambo_tickets_penalty Rambo_player_ticket_cost_is_multiplied_by
str_admin_set_mod_variable_foot_arty_cannon_activated_s0_reg1 {s0}_allowed_foot_artillery_to_spawn_with_a_cannon.
str_admin_set_mod_variable_foot_arty_cannon_deactivated_s0_reg1 {s0}_forbade_foot_artillery_to_spawn_with_a_cannon.
str_admin_set_mod_variable_foot_arty_howitzer_activated_s0_reg1 {s0}_allowed_foot_artillery_to_spawn_with_a_howitzer.
str_admin_set_mod_variable_foot_arty_howitzer_deactivated_s0_reg1 {s0}_forbade_foot_artillery_to_spawn_with_a_howitzer.
str_admin_set_mod_variable_foot_arty_mortar_activated_s0_reg1 {s0}_allowed_foot_artillery_to_spawn_with_a_mortar.
str_admin_set_mod_variable_foot_arty_mortar_deactivated_s0_reg1 {s0}_forbade_foot_artillery_to_spawn_with_a_mortar.
str_admin_set_mod_variable_horse_arty_cannon_activated_s0_reg1 {s0}_allowed_horse_artillery_to_spawn_with_a_cannon.
str_admin_set_mod_variable_horse_arty_cannon_deactivated_s0_reg1 {s0}_forbade_horse_artillery_to_spawn_with_a_cannon.
str_admin_set_mod_variable_horse_arty_howitzer_activated_s0_reg1 {s0}_allowed_horse_artillery_to_spawn_with_a_howitzer.
str_admin_set_mod_variable_horse_arty_howitzer_deactivated_s0_reg1 {s0}_forbade_horse_artillery_to_spawn_with_a_howitzer.
str_admin_set_mod_variable_horse_arty_mortar_activated_s0_reg1 {s0}_allowed_horse_artillery_to_spawn_with_a_mortar.
str_admin_set_mod_variable_horse_arty_mortar_deactivated_s0_reg1 {s0}_forbade_horse_artillery_to_spawn_with_a_mortar.
str_admin_set_mod_variable_cannon_foot_arty_s0_reg1 {s0}_changed_available_cannon_types_for_foot_artillery.
str_admin_set_mod_variable_cannon_horse_arty_s0_reg1 {s0}_changed_available_cannon_types_for_horse_artillery.
str_admin_set_mod_variable_foot_arty_limber_time_s0_reg1 {s0}_set_the_limber_time_of_foot_artillery_to_{reg1}_seconds.
str_admin_set_mod_variable_foot_arty_unlimber_time_s0_reg1 {s0}_set_the_unlimber_time_of_foot_artillery_to_{reg1}_seconds.
str_admin_set_mod_variable_horse_arty_limber_time_s0_reg1 {s0}_set_the_limber_time_of_horse_artillery_to_{reg1}_seconds.
str_admin_set_mod_variable_horse_arty_unlimber_time_s0_reg1 {s0}_set_the_unlimber_time_of_horse_artillery_to_{reg1}_seconds.
str_admin_set_mod_variable_foot_arty_train_speed_s0_reg1 {s0}_set_the_speed_of_foot_artillery_trains_to_{reg1}%.
str_admin_set_mod_variable_horse_arty_speed_s0_reg1 {s0}_set_the_speed_of_horse_artillery_horses_to_{reg1}%.
str_admin_set_mod_variable_horse_arty_train_speed_s0_reg1 {s0}_set_the_speed_of_horse_artillery_trains_to_{reg1}%.
str_admin_set_mod_variable_medic_heal_limit_s0_reg1 {s0}_set_the_max_health_restorable_by_medic_to_{reg1}%.
str_admin_set_mod_variable_medic_per_heal_s0_reg1 {s0}_set_the_health_restored_per_heal_to_{reg1}%.
str_admin_set_mod_variable_flag_can_make_damage_s0_reg1 {s0}_activated_damages_when_attacking_with_flags.
str_admin_set_mod_variable_flag_cannot_make_damage_s0_reg1 {s0}_deactivated_damages_when_attacking_with_flags.
str_admin_set_mod_variable_rlb_initial_tickets_s0_reg1 {s0}_set_the_initial_tickets_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_line_hdr_s0_reg1 {s0}_set_the_number_of_ranker_bots_for_lines_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_line_mus_s0_reg1 {s0}_set_the_number_of_musician_bots_for_lines_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_light_hdr_s0_reg1 {s0}_set_the_number_of_ranker_bots_for_lights_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_light_mus_s0_reg1 {s0}_set_the_number_of_musician_bots_for_lights_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_rifle_hdr_s0_reg1 {s0}_set_the_number_of_ranker_bots_for_rifles_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_rifle_mus_s0_reg1 {s0}_set_the_number_of_musician_bots_for_rifles_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_cav_hdr_s0_reg1 {s0}_set_the_number_of_ranker_bots_for_cavalry_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_cav_mus_s0_reg1 {s0}_set_the_number_of_musician_bots_for_cavalry_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_arty_hdr_s0_reg1 {s0}_set_the_number_of_ranker_bots_for_artillery_to_{reg1}.
str_admin_set_mod_variable_crlb_nb_bots_arty_nco_s0_reg1 {s0}_set_the_number_of_artillery_train_bots_for_artillery_to_{reg1}.
str_admin_set_mod_variable_crlb_unit_population_s0_s10 {s0}_set_the_population_of_all_units_to:_{s10}.
str_admin_set_mod_variable_rlb_spawn_cost_line_s0_reg1 {s0}_set_the_line_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_light_s0_reg1 {s0}_set_the_light_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_rifle_s0_reg1 {s0}_set_the_rifle_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_cav_s0_reg1 {s0}_set_the_cav_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_foot_arty_s0_reg1 {s0}_set_the_foot_arty_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_horse_arty_s0_reg1 {s0}_set_the_horse_arty_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_sapper_s0_reg1 {s0}_set_the_sapper_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_medic_s0_reg1 {s0}_set_the_medic_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_spawn_cost_general_s0_reg1 {s0}_set_the_general_cost_to_{reg1}_tickets.
str_admin_set_mod_variable_rlb_respawn_time_line_s0_reg1 {s0}_set_the_respawn_time_for_line_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_respawn_time_light_s0_reg1 {s0}_set_the_respawn_time_for_light_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_respawn_time_rifle_s0_reg1 {s0}_set_the_respawn_time_for_rifle_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_respawn_time_cav_s0_reg1 {s0}_set_the_respawn_time_for_cav_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_respawn_time_foot_arty_s0_reg1 {s0}_set_the_respawn_time_for_foot_arty_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_respawn_time_horse_arty_s0_reg1 {s0}_set_the_respawn_time_for_horse_arty_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_respawn_time_sapper_s0_reg1 {s0}_set_the_respawn_time_for_sapper_to_{reg1}_seconds.
str_admin_set_mod_variable_rlb_respawn_time_medic_s0_reg1 {s0}_set_the_respawn_time_for_medic_to_{reg1}_seconds.
